risk_score,file,function,line,operators,alloc_hits,guard_hits,has_cast,expression,reasons
70,stdlib_abi.c,abi_fs_metadata_text,2348,*,snprintf(,,0,"if (snprintf(pattern, sizeof(pattern), ""%s\\*"", path) < 0) {",no nearby overflow or range guard | size math feeds allocation or copy sink | multiplication can amplify overflow
70,stdlib_abi.c,abi_fs_metadata_text,2683,>>|*|+,,,0,digest[state_index * 4 + 1] = (unsigned char)(ctx->state[state_index] >> 16);,no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment | pointer or indexed arithmetic
70,stdlib_abi.c,abi_fs_metadata_text,2716,*|+,,,0,output[index * 2u + 1u] = ABI_CRYPTO_HEX[bytes[index] & 0x0fu];,no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment | pointer or indexed arithmetic
70,stdlib_abi.c,abi_fs_metadata_text,3136,*|+,,,0,output[index * 2 + 1] = hex[digest[index] & 0x0f];,no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment | pointer or indexed arithmetic
65,bitfield.c,__kain_bitfield_get,57,+,memcpy(,,1,"memcpy(&unit, base + unit_offset, sizeof(uint64_t));",no nearby overflow or range guard | size math feeds allocation or copy sink | explicit cast in arithmetic site
65,bitfield.c,__kain_bitfield_set,110,+,memcpy(,,1,"memcpy(&unit, base + unit_offset, sizeof(uint64_t));",no nearby overflow or range guard | size math feeds allocation or copy sink | explicit cast in arithmetic site
65,bitfield.c,__kain_bitfield_set,125,+,memcpy(,,1,"memcpy(base + unit_offset, &unit, sizeof(uint64_t));",no nearby overflow or range guard | size math feeds allocation or copy sink | explicit cast in arithmetic site
65,core.c,kain_map_rebuild_tiny_dispatch,1118,*,,,1,((uint64_t)occupied_count * 0x94d049bb133111ebULL) ^,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,core.c,kain_hash_bytes,1161,*,,,1,uint64_t hash = seed ^ ((uint64_t)length * step);,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,core.c,kain_hash_bytes,1174,<<,,,1,hash ^= kain_mix_u64(tail ^ ((uint64_t)length << 56u));,no nearby overflow or range guard | shift-based growth math | explicit cast in arithmetic site
65,cpu.c,abi_cpu_set_current_thread_affinity,368,*,,,1,if (core_index >= (int64_t)(sizeof(DWORD_PTR) * 8u)) {,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,cpu.c,abi_vm_map,404,*|-,,,1,"void* ptr = mmap(0, (size_t)byte_count, PROT_READ | PROT_WRITE, MAP_PRIVATE | MAP_ANON, -1, 0);",no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,cpu.c,abi_vm_map,407,*|-,,,1,"void* ptr = mmap(0, (size_t)byte_count, PROT_READ | PROT_WRITE, MAP_PRIVATE | MAP_ANONYMOUS, -1, 0);",no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,machine_stones.c,kain_machine_now_ns,139,*,,,1,return (uint64_t)((counter.QuadPart * 1000000000ull) / (uint64_t)frequency.QuadPart);,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,machine_stones.c,kain_machine_shatter_alloc,534,*,calloc(,SIZE_MAX|overflow,1,"buffer = (KainMachineShatterBuffer*)calloc(1u, (size_t)total_bytes);",size math feeds allocation or copy sink | multiplication can amplify overflow | explicit cast in arithmetic site | sentinel/null byte style increment
65,memory.c,kain_alloc_cache_bucket,52,*,,,1,uint64_t mixed = (uint64_t)payload_size * UINT64_C(11400714819323198485);,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,ownership.c,kain_ownership_clear_slot_unlocked,244,<<,,,1,~(UINT64_C(1) << ((uint32_t)slot % KAIN_OWNERSHIP_WORD_BITS));,no nearby overflow or range guard | shift-based growth math | explicit cast in arithmetic site
65,ownership.c,kain_ownership_upsert_unlocked,345,<<,,,1,uint64_t bit = UINT64_C(1) << ((uint32_t)slot % KAIN_OWNERSHIP_WORD_BITS);,no nearby overflow or range guard | shift-based growth math | explicit cast in arithmetic site
65,reflection.c,json_parse,1168,*,,,1,(size_hint * (uint64_t)KAIN_REFLECTION_FIELD_SIZE_HINT) |,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
65,services.c,kain_service_registry_format_list,1106,+,memcpy(,,1,"memcpy(out + written, line, (size_t)line_len);",no nearby overflow or range guard | size math feeds allocation or copy sink | explicit cast in arithmetic site
65,stdlib_abi.c,abi_fs_metadata_text,2448,-,snprintf(,,1,"snprintf(buffer, buffer_size, ""%s/%s-%lu-%lld-%d"", base, prefix, (unsigned long)getpid(), (long long)time(NULL), attempt);",no nearby overflow or range guard | size math feeds allocation or copy sink | explicit cast in arithmetic site
65,stdlib_abi.c,abi_fs_metadata_text,2763,*,,,1,if (length < 0 || length > (int64_t)(16 * 1024 * 1024)) {,no nearby overflow or range guard | multiplication can amplify overflow | explicit cast in arithmetic site
60,actor.c,kain_actor_low_bit_index_u64,324,>>|*,,,0,return debruijn_index[(one_hot * 0x03f79d71b4cb0a89ULL) >> 58u];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,actor.c,kain_actor_thread_proc,3040,*,,,0,KainActorState_Internal* actor = g_actor_table.actors[actor_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,actor.c,kain_actor_thread_proc,3083,*,,,0,KainActorRegistryEntry* entry = g_actor_registry.buckets[actor_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,async.c,kain_async_low_bit_index_u64,296,>>|*,,,0,return debruijn_index[(one_hot * UINT64_C(0x03f79d71b4cb0a89)) >> 58u];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,async.c,kain_async_timer_thread_proc,1173,<<,,,0,g_async_timer_occupancy_words[slot / KAIN_ASYNC_SLOT_WORD_BITS] &= ~(UINT64_C(1) << (slot & 63u));,no nearby overflow or range guard | shift-based growth math | pointer or indexed arithmetic
60,async.c,kain_async_timer_thread_proc,1194,<<,,,0,g_async_timer_occupancy_words[slot / KAIN_ASYNC_SLOT_WORD_BITS] &= ~(UINT64_C(1) << (slot & 63u));,no nearby overflow or range guard | shift-based growth math | pointer or indexed arithmetic
60,async.c,kain_async_timer_thread_proc,1214,<<,,,0,g_async_timer_occupancy_words[slot / KAIN_ASYNC_SLOT_WORD_BITS] &= ~(UINT64_C(1) << (slot & 63u));,no nearby overflow or range guard | shift-based growth math | pointer or indexed arithmetic
60,async.c,kain_async_timer_thread_proc,1413,*,,,0,KainAsyncTaskRecord* task = &g_async_tasks[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,async.c,kain_async_timer_thread_proc,1428,*,,,0,KainAsyncTimerRecord* timer = &g_async_timers[slot];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,attrition.c,kain_attrition_record_event_locked,187,*,,,0,KainAttritionEvent* event = &g_kain_attrition_state.events[g_kain_attrition_state.event_next_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,converge.c,abi_converge_select_lane_for_key,92,*|+|-,,,0,uint64_t slot_index = (base + attempt * stride) & (KAIN_CONVERGE_TUNE_CACHE_CAP - 1u);,no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,converge.c,abi_converge_select_lane_for_key,93,*,,,0,KainConvergeTuneCacheSlot* slot = &g_kain_converge_cache[slot_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,converge.c,abi_converge_commit_winner,128,*|+|-,,,0,uint64_t slot_index = (base + attempt * stride) & (KAIN_CONVERGE_TUNE_CACHE_CAP - 1u);,no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,converge.c,abi_converge_commit_winner,129,*,,,0,KainConvergeTuneCacheSlot* slot = &g_kain_converge_cache[slot_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,converge.c,abi_converge_commit_winner,140,*,,,0,KainConvergeTuneCacheSlot* slot = &g_kain_converge_cache[base];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,converge.c,abi_converge_record_telemetry,158,*,,,0,KainConvergeTelemetrySample* sample = &g_kain_converge_telemetry[slot_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_string_len_rc,19,*,,,0,return get_header((void*)value)->string_length;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,to_string,464,*|+,,,0,"char* buf = (char*)kain_alloc_rc(text_length + 1u, 1);",no nearby overflow or range guard | multiplication can amplify overflow | sentinel/null byte style increment
60,core.c,len,1023,*,,,0,return ((KainMap*)value)->count;,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_rebuild_tiny_dispatch,1097,*,,,0,MapEntry* entry = &map->entries[entry_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1327,*,,,0,MapEntry* entry0 = &map->entries[index0];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1328,*,,,0,MapEntry* entry1 = &map->entries[index1];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1329,*,,,0,MapEntry* entry2 = &map->entries[index2];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1330,*,,,0,MapEntry* entry3 = &map->entries[index3];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1331,*,,,0,MapEntry* entry4 = &map->entries[index4];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1332,*,,,0,MapEntry* entry5 = &map->entries[index5];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1333,*,,,0,MapEntry* entry6 = &map->entries[index6];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_probe_window,1334,*,,,0,MapEntry* entry7 = &map->entries[index7];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,kain_map_insert_prehashed,1473,*,,,0,MapEntry* entry = &map->entries[slot.match_index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,core.c,map_get_prehashed,1780,*|+,,,0,MapEntry* entry = &map->entries[(start_index + probe_offset) & map->mask];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,cpu.c,abi_cpu_set_current_thread_affinity,371,<<,,,0,DWORD_PTR mask = ((DWORD_PTR)1u) << (DWORD_PTR)core_index;,no nearby overflow or range guard | shift-based growth math | sentinel/null byte style increment
60,graphics_system.c,abi_graphics_decode_hex,360,*,,,0,int high = abi_graphics_hex_value(bytes_hex[index * 2u]);,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,host_bridge.c,kain_host_bridge_validate_module,141,*,,,0,const char* service_key = descriptor->required_services[index];,no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,input_system.c,abi_input_name_index,136,*,,,0,"static int abi_input_name_index(char names[][ABI_INPUT_MAX_KEY], int64_t count, const char* name) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,input_system.c,abi_input_name_add,149,*,,,0,"static int abi_input_name_add(char names[][ABI_INPUT_MAX_KEY], int64_t* count, int64_t capacity, const char* name) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,input_system.c,abi_input_name_add,159,*,,,0,"abi_input_copy(names[*count], ABI_INPUT_MAX_KEY, name);",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
60,input_system.c,abi_input_name_remove,164,*,,,0,"static int abi_input_name_remove(char names[][ABI_INPUT_MAX_KEY], int64_t* count, const char* name) {",no nearby overflow or range guard | multiplication can amplify overflow | pointer or indexed arithmetic
